,N (kg/ha),P (kg/ha),K (kg/ha),Temperature (°C),Humidity (%),pH,Rainfall (mm),label,Governorate,Irrigation,Fertilizer Plant,Flood,Sprinkler,Drip,Planting Season,Growing Season,Harvest Season,Area (ha),Fertilizer (kg),Pesticide (kg),Yield (t/ha),Year,Month,Date,Max Temperature (°C),Min Temperature (°C),Precipitation (mm),Wind Speed (m/s),District
2456,74,54,38,25.65553461,83.47021081,7.120272972,217.3788583,rice,Bizerte,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,58278.0,9175288.32,22145.64,2.217692308,2024,6,2024-06-09,26.5,21.3,0.0,25.3,District I (Nord-Ouest)
2457,167,83,127,25.0,67.0,7.0,567.0,barley,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,2500.0,394775.0,825.0,1.408571429,2023,2,2023-02-15,16.6,0.4,0.0,10.7,District I (Nord-Ouest)
2458,108,22,46,26.17668721,86.72952049999998,6.121168559,53.33484977,watermelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,4334.0,684772.0,1430.22,61.63980582524272,2021,2,2021-02-23,16.8,10.0,0.2,22.3,District I (Nord-Ouest)
2459,12,6,8,30.84835031,92.86773675,6.388617138,107.4142681,orange,Tataouine,Drip,Seventeen-Seventeen-Seventeen,bad,medium,best,spring,summer,autumn,14730.0,2327340.0,4860.900000000001,24.57979797979798,2021,6,2021-06-17,36.7,21.7,0.0,25.8,District V (Sud)
2460,103,72,51,26.12643374,81.81365007,6.099478745,104.4812858,banana,Jendouba,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,60678.0,10422053.28,22450.86,8.815,2022,3,2022-03-28,19.9,10.6,1.1,13.9,District I (Nord-Ouest)
2461,87,28,30,25.60153969,68.66257977,6.536676653,168.8383605,coffee,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,152.0,24016.0,50.16,1.378787878787879,2023,8,2023-08-16,31.4,24.0,0.0,22.0,District I (Nord-Ouest)
2462,33,47,17,24.86803974,48.27531965,8.621514073,63.9187654,mothbeans,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,1071.0,169121.61,353.43,0.774285714,2024,8,2024-08-28,33.0,21.9,3.6,12.6,District IV (Sud-Ouest)
2463,29,16,36,19.81069447,88.92944254,5.7403380020000006,102.860084,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,6812.0,1076296.0,2247.96,15.54854368932039,2024,4,2024-04-27,21.5,14.8,0.0,29.5,District IV (Sud-Ouest)
2464,19,57,23,23.6734328,47.2879691,7.342409555,141.12507219999995,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,20.0,3160.0,6.6000000000000005,0.7333333333333333,2021,10,2021-10-26,24.4,17.3,0.0,36.4,District IV (Sud-Ouest)
2465,49,54,50,25.62446619,93.18240298,6.762522087000001,97.26336657,papaya,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,717.0,113286.0,236.61,40.90909090909091,2021,3,2021-03-06,19.2,8.9,0.0,12.2,District II (Grand Tunis et ses environs)
2466,24,131,196,22.03296178,83.74372787,5.732453638,65.34440794,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,6100.0,963800.0,2013.0,13.666666666666666,2022,1,2022-01-13,12.6,5.9,4.1,19.1,District II (Grand Tunis et ses environs)
2467,31,70,77,20.88818675,14.32313811,6.492546046,90.46228334,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,477851.0,77507432.2,167247.85,1.027272727,2023,3,2023-03-01,15.2,8.1,0.7,30.0,District II (Grand Tunis et ses environs)
2468,13,132,203,23.60115364,82.48336987,6.423216506,73.23901752,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,800.0,126400.0,264.0,13.777777777777777,2024,3,2024-03-27,20.0,12.1,0.3,30.0,District II (Grand Tunis et ses environs)
2469,12,142,203,31.3115978,82.56407013,5.972850837999999,65.01095312,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,2200.0,347600.0,726.0,8.444444444444445,2022,8,2022-08-06,34.2,25.1,1.3,12.3,District II (Grand Tunis et ses environs)
2470,37,56,25,22.05592283,19.60379304,5.774755143999999,126.7265372,kidneybeans,Kairouan,Drip,DAP,bad,medium,best,spring,summer,autumn,680.0,107440.0,224.4,0.6515151515151515,2022,1,2022-01-04,22.5,3.3,0.0,10.1,District III (Centre/Sahel)
2471,13,17,45,21.25433607,92.65058936,7.159520979,106.2784673,pomegranate,Sfax,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,2272.0,358976.0,749.76,9.0,2024,10,2024-10-28,25.6,22.4,0.0,32.6,District IV (Sud-Ouest)
2472,9,80,19,21.80619564,18.57086554,5.945465949,125.0972687,kidneybeans,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,580.0,91640.0,191.4,1.4090909090909092,2023,8,2023-08-07,30.9,24.0,0.0,23.7,District IV (Sud-Ouest)
2473,32,71,85,20.62767492,14.44008871,6.4039823160000005,92.06630306,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,235.0,36998.4,89.3,0.8025,2023,6,2023-06-16,28.2,19.9,0.5,24.0,District II (Grand Tunis et ses environs)
2474,40,16,35,31.89356292,49.02450149,6.4841522000000005,89.59371481,mango,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,summer,61722.0,9752076.0,20368.26,13.060606060606062,2021,9,2021-09-10,30.1,25.5,0.5,27.4,District III (Centre/Sahel)
2475,107,11,54,28.59052369,91.33617236,6.094016337999999,29.44008034,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,940.0,148520.0,310.2,22.666666666666664,2020,2,2020-02-02,19.6,8.9,0.0,18.4,District I (Nord-Ouest)
2476,9,56,17,26.13708256,66.7729209,6.261937875,46.48280681,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,45532.0,7194056.0,15025.56,2.085454545454545,2023,9,2023-09-04,30.0,22.1,0.0,17.1,District IV (Sud-Ouest)
2477,2,131,199,22.47420512,91.22759742,6.017370134,124.2179699,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,21518.0,3399844.0,7100.9400000000005,14.424242424242424,2020,4,2020-04-10,21.1,12.1,0.1,14.4,District II (Grand Tunis et ses environs)
2478,136,36,24,22.74446976,80.41198458,7.59781958,90.07326633,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,5635.0,863563.75,1972.25,0.357272727,2021,2,2021-02-19,20.7,4.6,0.0,10.9,District I (Nord-Ouest)
2479,129,60,22,24.58453146,79.12404171,5.947448589,71.94608134,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,102251.0,16146455.41,33742.83,2.151851852,2021,9,2021-09-19,35.2,21.0,0.0,18.0,District I (Nord-Ouest)
2480,110,71,54,28.67208915,82.20793613,5.725418961,94.37987496,banana,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,1717.0,270324.48,652.46,64.51083333,2020,12,2020-12-28,16.7,1.4,0.0,21.0,District I (Nord-Ouest)
2481,39,27,28,27.94,46.83,7.14,563.96,urad,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,72.0,11369.52,23.76,0.625,2023,11,2023-11-14,25.9,15.3,0.0,13.0,District III (Centre/Sahel)
2482,111,5,52,29.8843055,94.0371147,6.135996372,21.0000988,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,800.0,126400.0,264.0,28.60606060606061,2024,5,2024-05-23,32.9,14.2,0.0,11.1,District I (Nord-Ouest)
2483,17,74,17,26.03026959,69.55863145,7.393210848,37.11395801,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,7369.0,1164302.0,2431.77,0.4490909090909091,2023,11,2023-11-22,17.8,12.8,1.8,32.6,District IV (Sud-Ouest)
2484,32,57,22,28.6899851,87.50436797,6.769415887999999,44.56598352,mungbean,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,66.0,10428.0,21.78,0.5303030303030303,2020,5,2020-05-19,26.6,13.9,0.9,21.1,District IV (Sud-Ouest)
2485,72,42,43,26.56767277,80.90424543,6.352771037,181.2915605,jute,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,6000.0,919500.0,2100.0,1.0,2020,5,2020-05-14,35.9,16.8,0.0,41.3,District I (Nord-Ouest)
2486,20,72,19,32.47648301,64.34848735,7.397190844,65.82045699999999,blackgram,Sidi Bouzid,Drip,DAP,bad,medium,best,summer,summer,autumn,46.0,7268.0,15.18,0.5050505050505051,2020,2,2020-02-05,15.1,8.9,0.0,27.3,District IV (Sud-Ouest)
2487,36,54,46,42.54744013,94.94482086,6.662875839,214.41038480000003,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,304.0,48032.0,100.32,40.0,2022,4,2022-04-29,26.3,15.8,2.1,32.8,District III (Centre/Sahel)
2488,20,129,201,23.41044706,91.69913296,5.587905967,116.07779309999998,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,5736.0,906288.0,1892.88,26.557575757575755,2023,8,2023-08-21,32.0,24.0,0.0,20.6,District II (Grand Tunis et ses environs)
2489,55,60,15,32.79766751,68.77994074,7.163043872,64.11411069,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,29.0,4582.0,9.57,0.797979797979798,2021,5,2021-05-29,36.5,21.9,0.0,28.2,District III (Centre/Sahel)
2490,66,47,36,24.85441411,74.44070479999998,6.57256106,175.572958,jute,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,2430.0,383721.3,801.9,6.1725,2021,12,2021-12-14,16.2,6.9,0.0,12.4,District II (Grand Tunis et ses environs)
2491,81,56,36,23.39605743,72.60512854,7.097586415,174.78764109999997,jute,Bizerte,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,6678.0,1083171.6,2337.3,9.938,2020,2,2020-02-22,15.7,11.2,1.1,25.9,District I (Nord-Ouest)
2492,69,55,38,22.70883798,82.63941394,5.70080568,271.3248604,rice,Tunis,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,404982.0,63950707.62,133644.06,2.488076923,2021,9,2021-09-10,28.9,23.0,1.8,15.6,District II (Grand Tunis et ses environs)
2493,24,37,21,30.573999,58.22686794,5.818219385,62.74803826,mothbeans,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,32478.0,4977253.5,11367.3,0.477894737,2023,6,2023-06-10,28.0,21.3,0.0,35.7,District IV (Sud-Ouest)
2494,85,38,41,21.58711777,82.7883708,6.2490506560000005,276.65524589999995,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,60418.0,9540606.38,19937.94,2.327692308,2020,11,2020-11-06,21.8,18.0,0.0,17.4,District I (Nord-Ouest)
2495,130,59,19,25.07278712,82.50257909,6.520403794,93.51042684,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,571100.0,87521075.0,199885.0,3.212941176,2024,10,2024-10-26,28.1,17.5,8.8,16.3,District I (Nord-Ouest)
2496,37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,950.0,150100.0,313.5,62.27272727272727,2024,8,2024-08-06,36.8,23.0,0.0,24.2,District III (Centre/Sahel)
2497,3,67,24,17.00067625,19.90790546,5.520880013999999,103.2926407,kidneybeans,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,600.0,94800.0,198.0,0.5606060606060606,2022,2,2022-02-13,16.3,8.9,0.0,17.7,District IV (Sud-Ouest)
2498,10,78,18,18.54141834,62.70637578,6.296976913,44.07819743,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,27359.0,4322722.0,9028.47,1.4963636363636366,2020,3,2020-03-21,19.7,14.7,1.0,41.9,District IV (Sud-Ouest)
2499,173,77,87,21.7,63.0,7.0,500.0,durum wheat,Jendouba,Sprinkler,Urea,bad,best,bad,autumn,winter,spring,1000.0,158000.0,330.0,2.5,2020,5,2020-05-29,31.3,16.6,0.1,13.6,District I (Nord-Ouest)
2500,95,26,45,29.91690582,94.55695552,6.117530021,28.16057247,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,830.0,131140.0,273.90000000000003,19.83838383838384,2024,1,2024-01-12,13.5,7.4,5.8,18.7,District I (Nord-Ouest)
2501,30,122,197,21.37784654,92.72043743,5.573241391,106.1417017,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,5455.0,861890.0,1800.15,8.54141414141414,2021,9,2021-09-14,31.8,18.8,0.0,15.0,District II (Grand Tunis et ses environs)
2502,49,76,18,27.05365239,67.7017527,7.393631868,60.4693835,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,67.0,10586.0,22.11,0.6262626262626263,2021,3,2021-03-20,15.3,6.6,12.7,14.8,District III (Centre/Sahel)
2503,69,51,23,22.21738222,72.85462807,6.80163854,106.6213157,maize,Manouba,Sprinkler,Twenty Eight-Twenty Eight,bad,best,bad,spring,summer,autumn,1355321.0,232789935.0,501468.77,3.572068966,2020,2,2020-02-19,16.9,10.4,0.0,28.3,District II (Grand Tunis et ses environs)
2504,97,35,26,24.91461008,53.74144743,6.334610249,166.2549307,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,314.0,49612.0,103.62,1.3494949494949493,2020,9,2020-09-09,33.9,21.3,0.0,15.1,District I (Nord-Ouest)
2505,36,67,25,35.95176642,36.52780776,6.418062652000001,136.0456753,pigeonpeas,Kairouan,Drip,DAP,bad,medium,best,spring,summer,autumn,67.0,10586.0,22.11,0.7,2024,12,2024-12-24,13.6,8.3,0.3,31.0,District III (Centre/Sahel)
2506,7,60,25,28.2753171,82.76020821,6.397636709,56.04995423,mungbean,Sfax,Drip,DAP,bad,medium,best,summer,summer,autumn,27.0,4266.0,8.91,0.8787878787878789,2023,12,2023-12-13,22.0,13.1,0.0,32.2,District IV (Sud-Ouest)
2507,63,50,66,15.21,65.21,6.05,741.36,garlic,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,581.0,91745.71,191.73,4.412,2021,8,2021-08-06,37.3,21.5,0.0,19.1,District II (Grand Tunis et ses environs)
2508,83,94,47,27.39872329,81.10523402,6.469370954,112.1355384,banana,Bizerte,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,97695.0,16780093.2,36147.15,60.0,2020,3,2020-03-22,16.3,12.8,1.6,23.2,District I (Nord-Ouest)
2509,40,9,41,24.37766782,85.4017118,5.78270695,106.128338,pomegranate,Mahdia,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,spring,summer,autumn,7488.0,1183104.0,2471.04,15.364077669902912,2020,3,2020-03-14,19.7,12.2,0.0,18.2,District III (Centre/Sahel)
2510,117,76,47,25.56202173,77.38229006,6.119216009,93.10247183,banana,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,90993.0,13944677.25,31847.55,33.24096774,2021,4,2021-04-01,25.3,7.6,0.0,9.7,District I (Nord-Ouest)
2511,101,43,60,14.28,67.9,6.99,655.3,onion,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,521.0,82271.11,171.93,8.331,2023,3,2023-03-10,21.5,10.4,2.3,25.1,District I (Nord-Ouest)
2512,4,40,26,27.58258929,48.56916221,6.720041791,95.8445641,mango,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,summer,55157.0,8714806.0,18201.81,12.97979797979798,2020,8,2020-08-25,33.8,24.2,0.0,21.9,District IV (Sud-Ouest)
2513,2,72,18,26.57597546,60.97876599,7.836719564,50.89110726,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,114588.0,18104904.0,37814.04,0.4327272727272727,2023,8,2023-08-02,33.9,25.6,0.0,21.1,District IV (Sud-Ouest)
2514,133,53,120,23.3,67.0,6.17,733.0,tomato,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,100.0,15800.0,33.0,53.33333333333333,2023,9,2023-09-02,40.0,22.5,0.0,26.3,District I (Nord-Ouest)
2515,52,73,79,17.25769499,18.74943955,7.840339388999999,94.00287214,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,335025.0,52746336.0,127309.5,0.9324,2021,3,2021-03-22,13.2,6.2,0.4,19.6,District II (Grand Tunis et ses environs)
2516,31,68,45,42.92325255,90.07600528,6.938313356,196.2408242,papaya,Kasserine,Sprinkler,DAP,bad,best,bad,spring,summer,autumn,445.0,70310.0,146.85,70.9090909090909,2022,12,2022-12-24,24.1,8.6,0.0,15.0,District III (Centre/Sahel)
2517,26,48,34,25.08,51.93,7.78,76.97,lentil,Sfax,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,autumn,winter,spring,143665.0,22699070.0,47409.45,0.4654545454545454,2021,12,2021-12-19,16.8,8.7,0.0,20.8,District IV (Sud-Ouest)
2518,99,55,35,21.7238313,80.2389895,6.501697816,277.9626192,rice,Jendouba,Flood,Urea,best,medium,bad,spring,summer,autumn,235255.0,37038547.2,89396.9,3.967857143,2024,3,2024-03-15,19.6,6.3,0.0,16.2,District I (Nord-Ouest)
2519,74,49,38,23.31410442,71.4509053,7.4880144039999985,164.49703730000004,jute,Bizerte,Flood,Twenty Eight-Twenty Eight,best,medium,bad,spring,summer,autumn,6673.0,1050597.12,2535.74,9.934,2020,1,2020-01-18,14.9,10.9,0.0,30.6,District I (Nord-Ouest)
2520,10,79,20,24.98287462,66.895409,6.379881442,38.21370568,lentil,Sfax,Drip,DAP,bad,medium,best,autumn,winter,spring,11004.0,1738632.0,3631.32,0.8090909090909091,2024,9,2024-09-05,33.7,25.6,0.7,19.5,District IV (Sud-Ouest)
2521,20,74,16,36.04353699,43.61444121,4.759490199,159.8938645,pigeonpeas,Sidi Bouzid,Drip,DAP,bad,medium,best,spring,summer,autumn,77.0,12166.0,25.41,1.2111111111111112,2022,3,2022-03-13,20.8,6.3,0.1,12.8,District IV (Sud-Ouest)
2522,59,30,27,22.5,53.75,6.06,441.92,coriander,Kef,Drip,Urea,bad,medium,best,autumn,winter,spring,4295.0,658208.75,1503.25,0.536666667,2021,12,2021-12-31,16.8,4.1,0.0,8.9,District I (Nord-Ouest)
2523,12,78,23,16.06522754,18.72479695,5.99812453,88.06638775,kidneybeans,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,840.0,132720.0,277.2,1.3181818181818183,2023,6,2023-06-20,28.8,21.3,0.0,22.9,District IV (Sud-Ouest)
2524,85,9,53,28.20619412,92.86798698,6.447662945,28.78654515,muskmelon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,890.0,140620.0,293.7,18.98989898989899,2022,7,2022-07-02,41.9,23.1,0.0,15.5,District I (Nord-Ouest)
2525,60,55,44,23.00445915,82.3207629,7.840207144,263.9642476,rice,Tunis,Flood,DAP,best,medium,bad,spring,summer,autumn,3817.0,602742.47,1259.61,2.273333333,2024,6,2024-06-17,35.8,20.0,0.0,20.4,District II (Grand Tunis et ses environs)
2526,119,53,54,21.18,69.62,6.9,810.34,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,15.0,2576.4,5.55,0.47,2024,11,2024-11-03,27.9,15.6,0.0,8.2,District I (Nord-Ouest)
2527,111,40,25,24.48469200000001,84.44932014,6.187455798999999,90.94342484,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,882.0,135166.5,308.7,0.567272727,2021,8,2021-08-19,35.9,19.3,0.0,16.5,District I (Nord-Ouest)
2528,133,67,103,20.0,58.0,6.5,433.0,cucumber,Jendouba,Drip,Urea,bad,medium,best,spring,summer,summer,200.0,31600.0,66.0,100.0,2020,8,2020-08-31,29.3,20.6,0.0,32.7,District I (Nord-Ouest)
2529,15,140,195,13.28504331,83.54193816,5.69945282,65.80006004,grapes,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,winter,spring,summer,10000.0,1580000.0,3300.0,5.777777777777778,2022,3,2022-03-13,19.5,8.6,1.2,14.3,District II (Grand Tunis et ses environs)
2530,2,39,15,28.07219563,82.9116472,6.478557136,49.61865305,mungbean,Tataouine,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,summer,summer,autumn,97.0,15326.0,32.01,0.7828282828282829,2020,5,2020-05-19,27.5,16.4,0.0,21.6,District V (Sud)
2531,25,132,198,22.31944084,90.85174383,5.732757516,100.1173443,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,7991.0,1262578.0,2637.03,7.438383838383838,2024,12,2024-12-28,15.4,9.8,0.8,12.1,District II (Grand Tunis et ses environs)
2532,94,47,40,26.1,52.68,6.13,1038.74,cotton,Jendouba,Drip,Urea,bad,medium,best,spring,summer,autumn,360.0,58392.0,126.0,4.87,2024,1,2024-01-09,11.3,4.1,1.5,17.8,District I (Nord-Ouest)
2533,36,76,75,18.38120357,16.63805158,8.736337905,70.52056697,chickpea,Tunis,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,autumn,winter,spring,250.0,39477.5,82.5,0.78625,2024,12,2024-12-20,15.5,11.8,0.1,23.8,District II (Grand Tunis et ses environs)
2534,167,83,127,25.0,67.0,7.0,567.0,winter melon,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,summer,34.0,5372.0,11.22,20.0,2022,7,2022-07-04,43.1,25.1,0.0,21.6,District I (Nord-Ouest)
2535,32,49,36,25.25,67.69,6.68,561.6,groundnut,Kairouan,Drip,Fourteen-Thirty Five-Fourteen,bad,medium,best,spring,summer,autumn,682130.0,107715148.3,225102.9,1.811538462,2020,3,2020-03-12,23.1,6.3,0.0,10.0,District III (Centre/Sahel)
2536,167,83,127,25.0,67.0,7.0,567.0,carrot,Jendouba,Drip,Urea,bad,medium,best,autumn,winter,spring,2240.0,353920.0,739.2,55.0,2021,10,2021-10-09,23.9,16.5,0.4,19.6,District I (Nord-Ouest)
2537,99,40,32,24.18471151,69.94807345,7.0455430560000005,163.27087319999995,coffee,Jendouba,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,869.0,137302.0,286.77000000000004,1.2030303030303031,2021,7,2021-07-30,45.3,24.5,0.0,21.4,District I (Nord-Ouest)
2538,200,100,150,30.0,75.0,7.5,700.0,almond,Jendouba,Drip,Urea,bad,medium,best,winter,spring,spring,100.0,15800.0,33.0,2.5,2022,11,2022-11-20,15.5,11.1,1.5,27.7,District I (Nord-Ouest)
2539,94,54,17,23.39128187,61.74427165,5.871647806,107.3198135,maize,Bizerte,Sprinkler,Urea,bad,best,bad,spring,summer,autumn,297588.0,46992121.08,98204.04,1.486818182,2020,12,2020-12-16,18.3,12.4,0.0,12.6,District I (Nord-Ouest)
2540,29,145,205,22.81227579,92.12992101,6.212302608,109.3383552,apple,Tunis,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,winter,spring,autumn,7145.0,1128910.0,2357.85,18.83636363636364,2023,12,2023-12-15,15.5,10.8,3.7,35.9,District II (Grand Tunis et ses environs)
2541,38,54,33,16.37,49.55,8.03,80.86,chickpea,Kasserine,Drip,DAP,bad,medium,best,autumn,winter,spring,2043208.0,350941406.1,755986.96,0.963030303,2023,9,2023-09-11,33.8,16.3,0.0,15.9,District III (Centre/Sahel)
2542,59,70,84,17.3348681,18.74926979,7.550808267000001,82.61734721,chickpea,Tunis,Drip,Ten-Twenty Six-Twenty Six,bad,medium,best,autumn,winter,spring,397083.0,60852969.75,138979.05,1.21,2022,12,2022-12-06,23.6,11.5,0.0,13.3,District II (Grand Tunis et ses environs)
2543,85,37,39,24.52783742,82.73685569,6.364134967999999,224.67572310000003,rice,Bizerte,Flood,Urea,best,medium,bad,spring,summer,autumn,13193.0,2021827.25,4617.55,2.745,2021,2,2021-02-18,16.0,8.8,0.0,17.4,District I (Nord-Ouest)
2544,52,63,19,29.58949031,68.32176769,6.928898659,67.53021213,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,74.0,11692.0,24.42,0.6161616161616161,2022,4,2022-04-28,18.8,10.3,7.1,20.8,District III (Centre/Sahel)
2545,17,64,16,30.97758716,32.24914235,7.161797643,180.716828,pigeonpeas,Sfax,Drip,DAP,bad,medium,best,spring,summer,autumn,56.0,8848.0,18.48,0.7555555555555555,2023,11,2023-11-05,29.3,16.7,0.0,25.0,District IV (Sud-Ouest)
2546,37,52,47,43.08022702,93.90305729,6.54277684,211.8529059,papaya,Kasserine,Sprinkler,Ten-Twenty Six-Twenty Six,bad,best,bad,spring,summer,autumn,950.0,150100.0,313.5,62.27272727272727,2022,6,2022-06-22,39.5,22.7,0.0,27.0,District III (Centre/Sahel)
2547,44,77,21,32.63918668,61.3009051,7.326980454,61.83876146,blackgram,Kasserine,Drip,DAP,bad,medium,best,summer,summer,autumn,54.0,8532.0,17.82,0.97979797979798,2020,1,2020-01-05,12.1,5.5,0.0,19.0,District III (Centre/Sahel)
